IATA_CODE,AIRPORT,CITY,STATE,COUNTRY,LATITUDE,LONGITUDE,TOTAL_FLIGHTS,UNITED_FLIGHTS,DELTA_FLIGHTS,AMERICAN_FLIGHTS,OTHER_FLIGHTS,UNITED_IN_DELAY,DELTA_IN_DELAY,AMERICAN_IN_DELAY,OTHER_IN_DELAY,UNITED_OUT_DELAY,DELTA_OUT_DELAY,AMERICAN_OUT_DELAY,OTHER_OUT_DELAY
CAE,Columbia Metropolitan Airport,Columbia,SC,USA,33.93884,-81.11954,10299,0,2033,0,8266,0.0,1.250740375123396,0.0,11.52651139742319,0.0,-2.915841584158416,0.0,10.367280876494023
CAK,Akron-Canton Regional Airport,Akron,OH,USA,40.91631,-81.44247,12198,0,2688,0,9510,0.0,-0.3892215568862275,0.0,6.671972467197247,0.0,-4.0344827586206895,0.0,1.0758620689655172
CDC,Cedar City Regional Airport,Cedar City,UT,USA,37.70097,-113.09858,1146,0,0,0,1146,0.0,0.0,0.0,7.278947368421052,0.0,0.0,0.0,1.0017482517482517
CDV,Merle K. (Mudhole) Smith Airport,Cordova,AK,USA,60.49183,-145.47765,1324,0,0,0,1324,0.0,0.0,0.0,0.8883792048929664,0.0,0.0,0.0,-1.607361963190184
CEC,Del Norte County Airport (Jack McNamara Field),Crescent City,CA,USA,41.78016,-124.23653,380,0,0,0,380,0.0,0.0,0.0,4.28,0.0,0.0,0.0,9.583815028901734
CHA,Chattanooga Metropolitan Airport (Lovell Field),Chattanooga,TN,USA,35.03527,-85.20379,8406,0,1561,0,6845,0.0,2.988416988416988,0.0,6.97736748064324,0.0,0.0813953488372093,0.0,7.028946583109519
CHO,Charlottesville-Albemarle Airport,Charlottesville,VA,USA,38.13864,-78.45286,4408,0,647,0,3761,0.0,4.221183800623053,0.0,11.9,0.0,-7.340625,0.0,12.357223476297968
CHS,Charleston International Airport/Charleston AFB,Charleston,SC,USA,32.89865,-80.04051,23636,7,7210,282,16137,-3.75,-1.2504182933630787,0.3191489361702128,6.519013099325957,-10.333333333333334,-1.4738899748673555,-6.070921985815603,6.478716604883037
CID,The Eastern Iowa Airport,Cedar Rapids,IA,USA,41.88459,-91.71087,13665,0,0,0,13665,0.0,0.0,0.0,7.4595371350779,0.0,0.0,0.0,8.714025500910747
CIU,Chippewa County International Airport,Sault Ste. Marie,MI,USA,46.25075,-84.47239,1227,0,0,0,1227,0.0,0.0,0.0,5.620805369127517,0.0,0.0,0.0,8.671140939597315
CLD,McClellan-Palomar Airport,San Diego,CA,USA,33.12723,-117.27873,1281,0,0,0,1281,0.0,0.0,0.0,4.394568690095847,0.0,0.0,0.0,5.240445859872612
CLE,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089,-81.8494,69169,13109,4571,3597,47892,3.788904342450935,-1.934065934065934,-0.2525481313703284,5.788259508597402,0.9435071970283238,-6.12846458424989,1.0981838819523269,4.660578452017706
CLL,Easterwood Airport,College Station,TX,USA,30.58859,-96.36382,4620,0,0,0,4620,0.0,0.0,0.0,1.6060054595086442,0.0,0.0,0.0,2.804090909090909
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313,200646,544,11979,83498,104625,1.811808118081181,-0.1429527954469367,1.0170824360618451,3.177813329171219,6.08550185873606,-1.6694007365249417,6.402707071681907,6.279272613994782
CMH,Port Columbus International Airport,Columbus,OH,USA,39.99799,-82.89188,48370,1407,6077,3845,37041,1.8554913294797688,0.9487433862433864,0.2718600953895072,6.657964748919189,6.696092619392185,-1.598149372108394,-0.1694281133083912,4.732483721965608
CMI,University of Illinois - Willard Airport,Champaign/Urbana,IL,USA,40.03925,-88.27806,4231,0,0,0,4231,0.0,0.0,0.0,3.663168415792104,0.0,0.0,0.0,4.228184553660983
CMX,Houghton County Memorial Airport,Hancock,MI,USA,47.16842,-88.48906,1335,0,0,0,1335,0.0,0.0,0.0,4.203252032520325,0.0,0.0,0.0,5.773828756058158
CNY,Canyonlands Field,Moab,UT,USA,38.75496,-109.75484,412,0,0,0,412,0.0,0.0,0.0,-11.57560975609756,0.0,0.0,0.0,-20.678048780487806
COD,Yellowstone Regional Airport,Cody,WY,USA,44.52019,-109.0238,1330,0,0,0,1330,0.0,0.0,0.0,4.187888198757764,0.0,0.0,0.0,8.29800307219662
COS,City of Colorado Springs Municipal Airport,Colorado Springs,CO,USA,38.80581,-104.70025,13763,0,610,2161,10992,0.0,10.539473684210526,3.7540360873694207,11.408390569890477,0.0,2.904918032786885,3.835551330798479,8.36785449146251
COU,Columbia Regional Airport,Columbia,MO,USA,38.81809,-92.21963,2616,0,0,0,2616,0.0,0.0,0.0,10.81608280254777,0.0,0.0,0.0,11.746172441579372
CPR,Natrona County International Airport,Casper,WY,USA,42.90836,-106.46447,3546,0,0,0,3546,0.0,0.0,0.0,-0.8334287349742415,0.0,0.0,0.0,-4.651376146788991
CRP,Corpus Christi International Airport,Corpus Christi,TX,USA,27.77036,-97.50122,9769,0,0,0,9769,0.0,0.0,0.0,9.122929936305733,0.0,0.0,0.0,6.588422391857506
CRW,Yeager Airport,Charleston,WV,USA,38.37315,-81.59319,4771,0,634,0,4137,0.0,8.961538461538462,0.0,7.912437810945273,0.0,-0.2261146496815286,0.0,12.361319340329835
CSG,Columbus Metropolitan Airport,Columbus,GA,USA,32.51633,-84.93886,2135,0,0,0,2135,0.0,0.0,0.0,8.419263456090652,0.0,0.0,0.0,4.381132075471698
CVG,Cincinnati/Northern Kentucky International Airport,Covington,KY,USA,39.04614,-84.66217,40058,6,11632,0,28420,17.666666666666668,-0.0188093183779119,0.0,8.802062904045908,297.0,-1.936971162148161,0.0,9.148833467417536
CWA,Central Wisconsin Airport,Mosinee,WI,USA,44.77762,-89.66678,2840,0,0,0,2840,0.0,0.0,0.0,8.330882352941176,0.0,0.0,0.0,4.263041880969875
DAB,Daytona Beach International Airport,Daytona Beach,FL,USA,29.17992,-81.05806,2988,0,2974,0,14,0.0,1.8535762483130904,0.0,43.142857142857146,0.0,-0.581473968897904,0.0,6.714285714285714
DAL,Dallas Love Field,Dallas,TX,USA,32.84711,-96.85177,119402,0,2874,0,116528,0.0,-4.711971830985916,0.0,4.288956894290461,0.0,-0.6197879858657244,0.0,8.201163176554832
DAY,James M. Cox Dayton International Airport,Dayton,OH,USA,39.90238,-84.21938,17348,0,2623,1860,12865,0.0,2.5704441041347628,2.573480662983425,6.730233311730395,0.0,-1.0275650842266462,-1.6294247787610618,5.949609882964889
DBQ,Dubuque Regional Airport,Dubuque,IA,USA,42.40296,-90.70917,1856,0,0,0,1856,0.0,0.0,0.0,3.374855824682814,0.0,0.0,0.0,1.906789413118527
DCA,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772,147593,9265,17151,35734,85443,6.831079583240967,2.953699340245052,4.066739354986801,3.9755996892298726,4.964476021314387,2.805885815185403,3.9335666341575353,2.6342559965005226
DEN,Denver International Airport,Denver,CO,USA,39.85841,-104.667,392065,92625,14164,14215,271061,5.062571004107315,-0.4501347708894879,6.335909546300272,5.316960030024394,7.044459539408813,1.5842696629213484,8.242424242424242,7.47648593491863
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372,479133,7015,10192,268550,193376,9.267151162790698,-0.6401896858328393,3.571135692538364,9.337688159842664,7.545533642691415,4.616083777909504,5.169229713553778,9.489293281278568
DHN,Dothan Regional Airport,Dothan,AL,USA,31.32134,-85.44963,2520,0,0,0,2520,0.0,0.0,0.0,5.737520128824476,0.0,0.0,0.0,9.275945293644408
DIK,Dickinson Theodore Roosevelt Regional Airport,Dickinson,ND,USA,46.79739,-102.80195,1875,0,0,0,1875,0.0,0.0,0.0,-2.8457330415754925,0.0,0.0,0.0,-4.611111111111111
DLG,Dillingham Airport,Dillingham,AK,USA,59.04541,-158.50334,154,0,0,0,154,0.0,0.0,0.0,-4.194805194805195,0.0,0.0,0.0,-7.87012987012987
DLH,Duluth International Airport,Duluth,MN,USA,46.84209,-92.19365,3440,0,398,0,3042,0.0,-6.150753768844221,0.0,5.735797399041752,0.0,2.85929648241206,0.0,10.996591683708248
DRO,Durango-La Plata County Airport,Durango,CO,USA,37.15152,-107.75377,4136,0,0,0,4136,0.0,0.0,0.0,1.6838709677419357,0.0,0.0,0.0,6.108964834076275
DSM,Des Moines International Airport,Des Moines,IA,USA,41.53493,-93.66068,16773,1393,1876,1609,11895,13.79295154185022,-2.0685959271168275,2.274336283185841,8.935196506550218,9.93859649122807,0.2478448275862069,4.480354879594423,7.920526315789473
DTW,Detroit Metropolitan Airport,Detroit,MI,USA,42.21206,-83.34884,216898,1896,101055,8093,105854,9.138297872340424,0.6102001470792837,1.875877632898696,6.772753634395299,5.254019292604502,1.4193888303477344,0.8039758429793659,5.88483818645246
DVL,Devils Lake Regional Airport,Devils Lake,ND,USA,48.11425,-98.90878,1051,0,0,0,1051,0.0,0.0,0.0,-0.3347368421052631,0.0,0.0,0.0,3.1545064377682404
EAU,Chippewa Valley Regional Airport,Eau Claire,WI,USA,44.86526,-91.48507,1336,0,0,0,1336,0.0,0.0,0.0,6.970125786163522,0.0,0.0,0.0,5.94006309148265
ECP,Northwest Florida Beaches International Airport,Panama City,FL,USA,30.35466,-85.79913,8342,0,3771,0,4571,0.0,2.385272145144077,0.0,3.610229276895944,0.0,1.1343283582089552,0.0,-0.2452496685815289
EGE,Eagle County Regional Airport,Eagle,CO,USA,39.64257,-106.9177,2484,512,202,1770,0,6.608,-0.52,12.45754716981132,0.0,10.983805668016194,4.207920792079208,13.787058823529412,0.0
EKO,Elko Regional Airport,Elko,NV,USA,40.82493,-115.7917,1062,0,0,0,1062,0.0,0.0,0.0,1.3532818532818534,0.0,0.0,0.0,-3.2804642166344293
ELM,Elmira/Corning Regional Airport,Elmira,NY,USA,42.15991,-76.89144,4103,0,0,0,4103,0.0,0.0,0.0,7.577766699900299,0.0,0.0,0.0,5.559043348281016
ELP,El Paso International Airport,El Paso,TX,USA,31.80667,-106.37781,23948,0,1399,2718,19831,0.0,0.1205164992826398,5.223308270676692,8.004788101059495,0.0,-0.0517985611510791,4.886466165413534,5.373172477251814
ERI,Erie International Airport,Erie,PA,USA,42.08202,-80.17622,1492,0,0,0,1492,0.0,0.0,0.0,5.735502121640735,0.0,0.0,0.0,8.824858757062147
ESC,Delta County Airport,Escanaba,MI,USA,45.72267,-87.09373,1146,0,0,0,1146,0.0,0.0,0.0,1.1578947368421053,0.0,0.0,0.0,2.3592057761732854
EUG,Eugene Airport (Mahlon Sweet Field),Eugene,OR,USA,44.12326,-123.21869,7263,0,0,0,7263,0.0,0.0,0.0,4.60685200786296,0.0,0.0,0.0,3.5202360876897134
EVV,Evansville Regional Airport,Evansville,IN,USA,38.03799,-87.53063,7667,0,709,0,6958,0.0,6.192634560906516,0.0,2.431162652393696,0.0,-0.7711864406779662,0.0,7.064718162839249
EWN,Coastal Carolina Regional Airport (Craven County Regional),New Bern,NC,USA,35.07297,-77.04294,1150,0,0,0,1150,0.0,0.0,0.0,8.27482269503546,0.0,0.0,0.0,5.530973451327434
EWR,Newark Liberty International Airport,Newark,NJ,USA,40.6925,-74.16866,203602,85964,10017,10802,96819,5.611774235818264,4.546208291203236,12.00094464386926,8.94720942362862,6.34353951238023,-2.149939295831647,0.5504082020125308,3.945962408632092
EYW,Key West International Airport,Key West,FL,USA,24.55611,-81.75956,3946,0,1988,0,1958,0.0,1.1313131313131313,0.0,10.132567849686849,0.0,-1.8453713123092572,0.0,7.560083594566353
FAI,Fairbanks International Airport,Fairbanks,AK,USA,64.81368,-147.85967,4366,150,464,0,3752,37.0,3.556034482758621,0.0,0.5589026358257128,46.38356164383562,4.01304347826087,0.0,-1.4882100750267953
FAR,Hector International Airport,Fargo,ND,USA,46.91935,-96.81499,11386,0,1428,0,9958,0.0,0.372191011235955,0.0,6.673297785069729,0.0,-0.7598314606741573,0.0,5.173053152039555
FAT,Fresno Yosemite International Airport,Fresno,CA,USA,36.77619,-119.71814,14035,0,0,1242,12793,0.0,0.0,1.6104746317512275,8.187283054591354,0.0,0.0,13.791735537190082,8.35432821648995
FAY,Fayetteville Regional Airport,Fayetteville,NC,USA,34.99147,-78.88,3267,0,945,0,2322,0.0,1.929936305732484,0.0,6.833333333333333,0.0,-0.4680851063829787,0.0,9.181260945709282
FCA,Glacier Park International Airport,Kalispell,MT,USA,48.3114,-114.25507,4049,0,586,0,3463,0.0,-1.5308219178082192,0.0,1.763049853372434,0.0,-3.0309278350515463,0.0,-2.235777126099707
FLG,Flagstaff Pulliam Airport,Flagstaff,AZ,USA,35.13845,-111.67122,3320,0,0,0,3320,0.0,0.0,0.0,5.202862476664593,0.0,0.0,0.0,5.60807453416149
FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,USA,26.07258,-80.15275,147223,10281,21167,10639,105136,3.7594488188976376,0.1354206318995051,4.007228457295035,7.003627242909512,-1.628577067298204,-0.8495178076959802,-0.3537844036697247,5.4255906423718345
FNT,Bishop International Airport,Flint,MI,USA,42.9655,-83.74346,9492,0,1862,0,7630,0.0,2.6983783783783784,0.0,4.866341991341991,0.0,-6.21969696969697,0.0,-0.8178137651821862
FSD,Sioux Falls Regional Airport,Sioux Falls,SD,USA,43.58135,-96.7417,10660,8,851,0,9801,-1.25,5.694835680751174,0.0,9.353052631578947,12.5,-0.2188235294117647,0.0,10.11484771573604
FSM,Fort Smith Regional Airport,Fort Smith,AR,USA,35.33659,-94.36744,3941,0,0,0,3941,0.0,0.0,0.0,10.306122448979592,0.0,0.0,0.0,6.858638743455497
FWA,Fort Wayne International Airport,Fort Wayne,IN,USA,40.97847,-85.19515,10523,0,0,0,10523,0.0,0.0,0.0,5.578471813003339,0.0,0.0,0.0,7.231738531206931
GCC,Gillette-Campbell County Airport,Gillette,WY,USA,44.3489,-105.53936,1992,0,0,0,1992,0.0,0.0,0.0,-2.7291242362525456,0.0,0.0,0.0,-5.070264765784114
GCK,Garden City Regional Airport,Garden City,KS,USA,37.92752,-100.72441,1325,0,0,0,1325,0.0,0.0,0.0,4.866141732283465,0.0,0.0,0.0,5.805337519623234
GEG,Spokane International Airport,Spokane,WA,USA,47.61986,-117.53384,19009,1242,2885,526,14356,8.527597402597403,-2.2694444444444444,-2.6159695817490496,4.376892877173304,1.357843137254902,2.9833333333333334,-2.072519083969466,3.058518102722425
GFK,Grand Forks International Airport,Grand Forks,ND,USA,47.94926,-97.17611,1435,0,0,0,1435,0.0,0.0,0.0,2.396914446002805,0.0,0.0,0.0,4.415966386554622
GGG,East Texas Regional Airport,Longview,TX,USA,32.38486,-94.71171,1286,0,0,0,1286,0.0,0.0,0.0,4.037337662337662,0.0,0.0,0.0,9.264274061990212
GJT,Grand Junction Regional Airport (Walker Field),Grand Junction,CO,USA,39.12241,-108.52673,6358,0,0,0,6358,0.0,0.0,0.0,2.165923566878981,0.0,0.0,0.0,1.2001921844971173
GNV,Gainesville Regional Airport,Gainesville,FL,USA,29.69006,-82.27178,5365,0,545,0,4820,0.0,2.360294117647059,0.0,8.933361450864615,0.0,2.261992619926199,0.0,8.841370558375635
GPT,Gulfport-Biloxi International Airport,Gulfport-Biloxi,MS,USA,30.40728,-89.07009,7209,0,2276,0,4933,0.0,-0.93368700265252,0.0,7.556528994576554,0.0,-0.7879325643300799,0.0,2.643485546711353
GRB,Green Bay-Austin Straubel International Airport,Green Bay,WI,USA,44.48507,-88.12959,9764,0,1234,0,8530,0.0,0.2366288492706645,0.0,4.846901579586877,0.0,-1.9512987012987013,0.0,4.693469785575049
GRI,Central Nebraska Regional Airport,Grand Island,NE,USA,40.96747,-98.30861,1268,0,0,0,1268,0.0,0.0,0.0,1.1096563011456628,0.0,0.0,0.0,0.7018121911037891
GRK,Killeen-Fort Hood Regional Airport,Killeen,TX,USA,31.0649,-97.8278,8066,0,0,0,8066,0.0,0.0,0.0,5.697806451612904,0.0,0.0,0.0,5.834065650038769
GRR,Gerald R. Ford International Airport,Grand Rapids,MI,USA,42.88082,-85.52277,21685,1087,5653,0,14945,9.184014869888475,1.2068109258602342,0.0,7.5424809424809425,9.957089552238806,-4.32931156848829,0.0,3.821761513844441
GSO,Piedmont Triad International Airport,Greensboro,NC,USA,36.09775,-79.9373,13471,0,3798,283,9390,0.0,1.4849286092014806,5.866197183098592,9.438975050573164,0.0,-3.2455026455026457,-11.687943262411348,10.666440983976528
GSP,Greenville-Spartanburg International Airport,Greer,SC,USA,34.89567,-82.21886,13084,0,3360,0,9724,0.0,1.666068222621185,0.0,6.654318374259103,0.0,-1.0592105263157894,0.0,4.598343245539507
GST,Gustavus Airport,Gustavus,AK,USA,58.42438,-135.70738,154,0,0,0,154,0.0,0.0,0.0,10.83783783783784,0.0,0.0,0.0,21.76315789473684
GTF,Great Falls International Airport,Great Falls,MT,USA,47.482,-111.37069,3932,0,0,0,3932,0.0,0.0,0.0,0.1853182751540041,0.0,0.0,0.0,-0.9825102880658436
GTR,Golden Triangle Regional Airport,Columbus-Starkville-West Point,MS,USA,33.45033,-88.59137,1854,0,0,0,1854,0.0,0.0,0.0,4.509868421052632,0.0,0.0,0.0,7.9144736842105265
GUC,Gunnison-Crested Butte Regional Airport,Gunnison,CO,USA,38.53396,-106.93318,992,52,0,236,704,5.833333333333333,0.0,4.9734513274336285,12.843843843843844,10.375,0.0,8.743362831858407,8.459701492537313
GUM,Guam International Airport,Agana,GU,USA,13.48345,-144.79598,668,668,0,0,0,17.3202416918429,0.0,0.0,0.0,4.83987915407855,0.0,0.0,0.0
HDN,Yampa Valley Airport (Yampa Valley Regional),Hayden,CO,USA,40.48118,-107.21766,1406,308,190,278,630,-1.348993288590604,-0.7473684210526316,3.706766917293233,11.944983818770227,7.364238410596027,2.2421052631578946,7.318181818181818,11.642857142857142
HIB,Range Regional Airport (Chisholm-Hibbing Airport),Hibbing,MN,USA,47.3866,-92.83899,1795,0,0,0,1795,0.0,0.0,0.0,-0.0182648401826484,0.0,0.0,0.0,-2.4043280182232345
HLN,Helena Regional Airport,Helena,MT,USA,46.60682,-111.98275,2869,0,0,0,2869,0.0,0.0,0.0,-1.1527093596059113,0.0,0.0,0.0,-2.3143058491895703
HNL,Honolulu International Airport,Honolulu,HI,USA,21.31869,-157.92241,86329,9899,5514,4827,66089,13.902109359000614,5.784727272727273,16.43324937027708,2.5393193558189,1.241733415485726,-0.068,4.615804960067255,0.5270426126016754
HOB,Lea County Regional Airport,Hobbs,NM,USA,32.68753,-103.21703,1142,0,0,0,1142,0.0,0.0,0.0,3.0500927643784785,0.0,0.0,0.0,3.241316270566728
HOU,William P. Hobby Airport,Houston,TX,USA,29.64542,-95.27889,104083,0,3403,338,100342,0.0,-5.224586288416075,7.273291925465839,4.386464880698115,0.0,1.8646572104018917,5.05,7.8059456168831165
HPN,Westchester County Airport,White Plains,NY,USA,41.06696,-73.70757,14902,0,0,0,14902,0.0,0.0,0.0,8.984164798206278,0.0,0.0,0.0,9.561132922041503
HRL,Valley International Airport,Harlingen,TX,USA,26.22851,-97.65439,6163,0,0,0,6163,0.0,0.0,0.0,4.447272727272727,0.0,0.0,0.0,1.2277391592188016
HSV,Huntsville International Airport,Huntsville,AL,USA,34.64045,-86.77311,9041,0,3534,0,5507,0.0,0.86875,0.0,7.05779269202088,0.0,-0.5503699487763233,0.0,5.994748687171793
HYA,Barnstable Municipal Airport,Hyannis,MA,USA,41.66934,-70.28036,166,0,0,0,166,0.0,0.0,0.0,3.555555555555556,0.0,0.0,0.0,8.621951219512194
HYS,Hays Regional Airport,Hays,KS,USA,38.84494,-99.27403,1146,0,0,0,1146,0.0,0.0,0.0,-3.290552584670232,0.0,0.0,0.0,3.1992818671454217
IAD,Washington Dulles International Airport,Chantilly,VA,USA,38.94453,-77.45581,68587,36120,4729,4986,22752,2.333239831697054,-1.073036093418259,5.287108580723872,7.250022597848685,5.290078050423943,-1.4172692471288812,4.873113015095879,6.442413824301095
IAG,Niagara Falls International Airport,Niagara Falls,NY,USA,43.10726,-78.94538,644,0,0,0,644,0.0,0.0,0.0,9.824281150159743,0.0,0.0,0.0,3.875
IAH,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972,293305,107977,5855,13003,166470,5.2598963730569945,-0.8388203017832647,5.127622925148763,6.181221524442803,9.452300005634967,2.6790250600755234,4.456085319949811,6.419899129965272
ICT,Wichita Dwight D. Eisenhower National Airport (Wichita Mid-Continent Airport),Wichita,KS,USA,37.64996,-97.43305,16193,923,1723,347,13200,7.208791208791209,-2.509324009324009,5.392638036809816,7.822211852543163,10.541666666666666,-0.958968347010551,9.390243902439025,7.672392254840725
IDA,Idaho Falls Regional Airport,Idaho Falls,ID,USA,43.51456,-112.07017,4494,0,0,0,4494,0.0,0.0,0.0,1.3257065948855988,0.0,0.0,0.0,-2.6993258426966293
ILG,Wilmington Airport,Wilmington,DE,USA,39.67872,-75.60653,198,0,0,0,198,0.0,0.0,0.0,21.989473684210527,0.0,0.0,0.0,24.063157894736843
ILM,Wilmington International Airport,Wilmington,NC,USA,34.27061,-77.90256,3721,0,697,321,2703,0.0,5.818965517241379,4.391304347826087,4.315192743764173,0.0,3.9508670520231215,-3.675,4.882132132132132
IMT,Ford Airport,Iron Mountain/Kingsford,MI,USA,45.81835,-88.11454,1241,0,0,0,1241,0.0,0.0,0.0,-7.601639344262295,0.0,0.0,0.0,-0.6996699669966997
IND,Indianapolis International Airport,Indianapolis,IN,USA,39.71733,-86.29438,51115,2231,8804,5561,34519,7.330316742081448,0.7544459644322845,1.3462381300219135,6.424694869060315,1.2766151046405825,0.0451745379876796,1.2321232123212322,3.067937525981353
INL,Falls International Airport,International Falls,MN,USA,48.56619,-93.40307,1148,0,0,0,1148,0.0,0.0,0.0,-5.409171075837743,0.0,0.0,0.0,5.410071942446043
ISN,Sloulin Field International Airport,Williston,ND,USA,48.17794,-103.64235,5084,0,0,0,5084,0.0,0.0,0.0,0.8231292517006803,0.0,0.0,0.0,0.8507462686567164
ISP,Long Island MacArthur Airport,Islip,NY,USA,40.79524,-73.10021,8784,0,0,0,8784,0.0,0.0,0.0,9.183058823529413,0.0,0.0,0.0,2.1153846153846154
ITH,Ithaca Tompkins Regional Airport,Ithaca,NY,USA,42.49103,-76.45844,69,0,0,0,69,0.0,0.0,0.0,4.225806451612903,0.0,0.0,0.0,7.9
ITO,Hilo International Airport,Hilo,HI,USA,19.72026,-155.04847,11446,522,0,0,10924,5.934615384615385,0.0,0.0,1.1997065835320009,-1.0390625,0.0,0.0,0.4081071166544387
JAC,Jackson Hole Airport,Jackson,WY,USA,43.60732,-110.73774,7021,2031,1540,833,2617,12.978936810431296,-0.484375,11.604878048780488,5.975494071146245,5.2090452261306535,-4.401564537157758,3.936274509803922,4.124803767660911
JAN,Jackson-Evers International Airport,Jackson,MS,USA,32.31117,-90.07589,14195,0,3804,0,10391,0.0,-0.7940865892291447,0.0,8.192231075697212,0.0,-3.241944004226096,0.0,7.411811652035116
JAX,Jacksonville International Airport,Jacksonville,FL,USA,30.49406,-81.68786,36078,142,8469,4721,22746,11.457142857142856,3.820464234959735,4.7526789541363055,6.7864434097421205,4.720588235294118,-0.98719165085389,4.449375269280482,5.338256355173648
JFK,John F. Kennedy International Airport (New York International Airport),New York,NY,USA,40.63975,-73.77893,187620,6575,50794,31209,99042,2.8133704735376046,5.761250099912077,5.817274875295353,7.728034429706017,-1.1034589252625078,1.2835803011542917,2.3875180469877937,5.518816199376947
JLN,Joplin Regional Airport,Joplin,MO,USA,37.15181,-94.49827,1332,0,0,0,1332,0.0,0.0,0.0,9.68125,0.0,0.0,0.0,9.507154213036566
JMS,Jamestown Regional Airport,Jamestown,ND,USA,46.92972,-98.6782,1626,0,0,0,1626,0.0,0.0,0.0,3.6013245033112584,0.0,0.0,0.0,3.3620457604306866
JNU,Juneau International Airport,Juneau,AK,USA,58.35496,-134.57628,8190,0,279,0,7911,0.0,3.8633093525179856,0.0,2.3967684021543985,0.0,9.9568345323741,0.0,5.355087358684481
KOA,Kona International Airport at Keahole,Kailua/Kona,HI,USA,19.73877,-156.04563,22227,2590,694,1202,17741,5.264751552795032,3.971181556195965,-0.1040268456375839,-0.6026901774612863,-0.94492525570417,2.411594202898551,1.0590219224283306,-0.3339364469071582
KTN,Ketchikan International Airport,Ketchikan,AK,USA,55.35557,-131.71374,4639,0,0,0,4639,0.0,0.0,0.0,4.366928446771379,0.0,0.0,0.0,3.19938784433756
LAN,Capital Region International Airport ( Lansing Capital City),Lansing,MI,USA,42.7787,-84.58736,3697,0,8,0,3689,0.0,-4.5,0.0,4.898542600896861,0.0,-5.75,0.0,6.346881959910913
LAR,Laramie Regional Airport,Laramie,WY,USA,41.31205,-105.67499,1163,0,0,0,1163,0.0,0.0,0.0,-1.9566787003610109,0.0,0.0,0.0,-3.992805755395684
LAS,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233,266379,22306,21258,22716,200099,3.3977200759974666,-1.0867019267094824,2.7655319527153144,4.231256046436633,1.8499954599110144,0.109355784693974,3.8641997325011146,7.361798704835683
LAW,Lawton-Fort Sill Regional Airport,Lawton,OK,USA,34.56771,-98.41664,2661,0,0,0,2661,0.0,0.0,0.0,6.768174474959612,0.0,0.0,0.0,7.240291262135922
LAX,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807,389369,54862,50343,65483,218681,8.55157397497878,2.135468176742702,2.691132822161761,7.448080729239261,3.8794619762027938,4.263204084889102,1.297697877343895,7.857551950165032
LBB,Lubbock Preston Smith International Airport,Lubbock,TX,USA,33.66364,-101.82278,9273,0,0,599,8674,0.0,0.0,8.651877133105803,7.971881759192501,0.0,0.0,14.345890410958903,5.722995679308689
LBE,Arnold Palmer Regional Airport,Latrobe,PA,USA,40.27594,-79.4048,2561,0,0,0,2561,0.0,0.0,0.0,11.101844426623895,0.0,0.0,0.0,7.575903614457832
LCH,Lake Charles Regional Airport,Lake Charles,LA,USA,30.1261,-93.2234,3719,0,0,0,3719,0.0,0.0,0.0,2.586703601108033,0.0,0.0,0.0,0.9711431742508324
LEX,Blue Grass Airport,Lexington,KY,USA,38.03697,-84.60539,11961,0,1998,0,9963,0.0,-0.4490413723511604,0.0,5.013319458896983,0.0,-4.442424242424242,0.0,4.223700623700624
LFT,Lafayette Regional Airport,Lafayette,LA,USA,30.20528,-91.98766,10296,0,685,0,9611,0.0,0.923529411764706,0.0,5.961316520624065,0.0,4.683431952662722,0.0,7.818084422541247
LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,USA,40.77724,-73.87261,199186,16332,48644,36157,98053,11.623496288712568,9.840681405080948,5.017282101503543,12.517714510799395,4.134499936134883,4.313329121920404,-0.6544890573841117,8.94951037054808
LGB,Long Beach Airport (Daugherty Field),Long Beach,CA,USA,33.81772,-118.15161,17555,0,0,0,17555,0.0,0.0,0.0,3.4533532727481884,0.0,0.0,0.0,4.071116727941177
LIH,Lihue Airport,Lihue,HI,USA,21.97598,-159.33896,21090,1688,668,1374,17360,3.676682692307693,5.925149700598802,1.5154639175257731,-0.2496247546472693,-4.671550671550672,2.6957831325301207,-3.8588235294117648,-0.5810998151571165
LIT,Bill and Hillary Clinton National Airport (Adams Field),Little Rock,AR,USA,34.7294,-92.22425,20839,0,3868,19,16952,0.0,-1.0134994807892004,42.875,8.690516614115936,0.0,-2.1209593326381646,17.77777777777778,7.778793418647166
LNK,Lincoln Airport (Lincoln Municipal),Lincoln,NE,USA,40.85097,-96.75925,5273,0,0,0,5273,0.0,0.0,0.0,7.842351109381082,0.0,0.0,0.0,4.760530421216849
LRD,Laredo International Airport,Laredo,TX,USA,27.54374,-99.46154,4404,0,0,0,4404,0.0,0.0,0.0,3.120899718837863,0.0,0.0,0.0,2.927127409496944
